TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,CustomerAge_Binned_Encoded,Target
85.35,2023-07-05 16:08:25,Debit,Washington,ATM,66.0,Retired,166.0,1.0,2173.76,2024-11-04 08:06:25,3,2
79.76,2023-02-06 16:26:29,Debit,Raleigh,Branch,39.0,Engineer,170.0,1.0,6452.14,2024-11-04 08:09:34,1,1
778.49,2023-07-03 16:48:21,Credit,Omaha,Online,75.0,Retired,107.0,1.0,7713.67,2024-11-04 08:09:21,3,2
386.38,2023-01-24 16:00:14,Debit,Phoenix,Online,42.0,Engineer,135.0,1.0,5528.36,2024-11-04 08:10:06,1,1
165.25,2023-11-24 17:11:27,Debit,Sacramento,Online,35.0,Doctor,106.0,1.0,9939.94,2024-11-04 08:11:35,1,0
14.29,2023-02-28 16:28:25,Debit,Los Angeles,ATM,34.0,Engineer,150.0,1.0,7016.99,2024-11-04 08:08:52,1,1
232.79,2023-09-20 17:36:06,Credit,Indianapolis,Branch,55.0,Retired,145.0,1.0,2661.3,2024-11-04 08:11:40,2,0
211.36,2023-11-13 17:49:04,Credit,Austin,Branch,60.0,Engineer,159.0,1.0,9410.17,2024-11-04 08:11:45,3,0
92.29,2023-02-15 16:17:59,Debit,Albuquerque,Branch,54.0,Engineer,115.0,1.0,2026.3199999999997,2024-11-04 08:11:25,2,1
293.97,2023-11-13 17:34:15,Debit,Phoenix,Branch,68.0,Retired,153.0,1.0,7371.85,2024-11-04 08:08:57,3,0
136.32,2023-10-11 18:50:24,Debit,Miami,Online,19.0,Student,113.0,1.0,264.83,2024-11-04 08:09:24,0,0
251.06,2023-12-06 17:27:14,Debit,Colorado Springs,Online,36.0,Doctor,34.0,1.0,10001.66,2024-11-04 08:10:13,1,0
50.17,2023-09-18 16:57:44,Credit,Sacramento,ATM,77.0,Retired,35.0,1.0,7752.140000000001,2024-11-04 08:10:59,3,0
21.4,2023-12-26 16:07:28,Debit,Fresno,Branch,34.0,Engineer,258.0,1.0,9594.11,2024-11-04 08:11:40,1,0
73.28,2023-03-10 17:33:12,Debit,Boston,Branch,21.0,Student,21.000000000000004,1.0,1329.41,2024-11-04 08:10:57,0,1
70.23,2023-09-13 16:18:07,Debit,Memphis,ATM,38.0,Doctor,260.0,1.0,11624.93,2024-11-04 08:07:16,1,0
689.29,2023-01-06 17:30:07,Debit,El Paso,ATM,22.0,Student,100.00000000000001,1.0,168.84,2024-11-04 08:07:49,0,1
745.03,2023-08-03 17:42:02,Debit,Fort Worth,Online,28.0,Student,231.0,1.0,160.57,2024-11-04 08:09:15,1,2
54.61,2023-12-04 16:10:04,Debit,Milwaukee,ATM,58.0,Engineer,160.0,1.0,7135.64,2024-11-04 08:07:19,2,0
54.05,2023-04-25 16:53:22,Debit,Louisville,Branch,27.0,Student,146.0,1.0,469.13999999999993,2024-11-04 08:11:34,0,1
107.47,2023-04-12 17:39:29,Debit,Austin,Online,67.0,Retired,144.0,1.0,7517.499999999999,2024-11-04 08:12:09,3,1
611.11,2023-10-18 18:32:31,Debit,Detroit,ATM,20.0,Student,282.0,4.0,919.84,2024-11-04 08:11:12,0,0
219.63,2023-11-10 16:06:27,Debit,Charlotte,ATM,48.0,Doctor,44.0,1.0,8013.63,2024-11-04 08:07:29,2,0
188.7,2023-02-10 16:01:04,Debit,New York,Branch,45.0,Retired,123.0,1.0,5077.06,2024-11-04 08:09:59,1,1
93.52,2023-08-14 17:41:24,Debit,Philadelphia,Online,51.0,Engineer,97.0,1.0,2791.2,2024-11-04 08:08:04,2,2
275.92,2023-09-18 18:47:52,Credit,Nashville,Branch,62.0,Retired,107.0,1.0,1777.38,2024-11-04 08:07:39,3,0
376.79,2023-01-30 17:47:18,Debit,Milwaukee,Branch,68.0,Retired,265.0,1.0,7749.14,2024-11-04 08:08:44,3,1
8.98,2023-08-21 16:07:13,Debit,Detroit,Online,66.0,,56.0,1.0,4516.76,2024-11-04 08:10:53,3,2
697.32,2023-05-11 16:30:04,Debit,Atlanta,Online,68.0,Retired,91.0,1.0,2016.0200000000002,2024-11-04 08:11:18,3,2
17.45,2023-09-13 16:41:19,,Omaha,ATM,18.0,Student,88.0,1.0,1959.52,2024-11-04 08:09:39,0,0
302.16,2023-10-18 17:47:52,Debit,Kansas City,Online,80.0,Retired,138.0,5.0,3876.61,2024-11-04 08:07:38,3,0
442.74,2023-10-16 17:47:41,Debit,San Diego,Branch,23.0,Student,136.0,1.0,1790.27,2024-11-04 08:09:45,0,0
623.9,2023-08-08 17:44:21,Debit,San Jose,ATM,27.0,Student,249.0,1.0,711.4699999999999,2024-11-04 08:10:15,0,2
445.41,2023-11-20 16:27:31,Debit,Fresno,ATM,35.0,Doctor,235.0,3.0,12154.66,2024-11-04 08:08:08,1,0
63.41,2023-11-24 17:29:06,Debit,Fort Worth,ATM,26.0,Student,36.0,1.0,1546.22,2024-11-04 08:07:15,0,0
346.85,2023-11-03 18:33:50,Debit,Kansas City,ATM,44.0,Doctor,88.0,1.0,7208.15,2024-11-04 08:10:25,1,0
71.95,2023-02-13 16:39:52,Credit,,Online,59.0,Engineer,53.00000000000001,1.0,9267.32,2024-11-04 08:06:23,2,1
7.5,2023-02-17 16:08:54,Debit,Dallas,Online,63.0,Retired,36.0,1.0,6485.78,2024-11-04 08:11:28,3,1
206.46,2023-11-27 18:26:02,Debit,Virginia Beach,ATM,65.0,Retired,279.0,1.0,3984.38,2024-11-04 08:06:44,3,0
423.11,2023-07-25 18:41:02,Debit,Columbus,ATM,60.0,Engineer,47.0,1.0,412.78,2024-11-04 08:10:58,3,2
35.84,2023-03-28 17:23:54,Credit,Colorado Springs,Online,54.0,Retired,172.0,1.0,4795.65,2024-11-04 08:10:57,2,1
88.6,2023-02-14 17:01:44,Credit,Raleigh,Branch,28.0,Student,105.0,1.0,246.57,2024-11-04 08:08:47,1,1
211.36,2023-09-04 18:46:40,Debit,Oklahoma City,ATM,18.0,Student,168.00000000000003,1.0,1058.13,2024-11-04 08:11:20,0,2
53.81,2023-10-16 16:55:44,Credit,Raleigh,ATM,55.0,Engineer,37.0,2.0,4734.110000000001,2024-11-04 08:12:05,2,0
22.46,2023-05-17 16:03:51,Debit,New York,Online,54.0,Retired,78.0,1.0,6631.5,2024-11-04 08:07:46,2,2
334.89,2023-07-20 18:23:13,Debit,Fort Worth,Online,21.0,Student,260.0,1.0,1661.68,2024-11-04 08:08:44,0,2
319.27,2023-07-20 16:58:05,Credit,Omaha,Online,54.0,Retired,59.00000000000001,1.0,5504.01,2024-11-04 08:06:35,2,2
144.3,2023-12-08 17:24:44,Debit,Oklahoma City,ATM,18.0,Student,88.0,1.0,312.19,2024-11-04 08:10:39,0,0
348.7,2023-05-02 17:13:45,Credit,Fresno,Branch,69.0,Retired,149.0,1.0,2445.58,2024-11-04 08:06:58,3,1
366.21,2023-01-12 17:57:06,Debit,Oklahoma City,ATM,62.0,Doctor,181.0,1.0,10862.99,2024-11-04 08:11:36,3,1
99.11,2023-05-01 16:58:41,Debit,Philadelphia,Online,55.0,Retired,12.0,1.0,5414.87,2024-11-04 08:09:35,2,1
539.35,2023-05-22 17:34:50,Debit,Milwaukee,ATM,55.0,Retired,127.0,1.0,3919.4399999999996,2024-11-04 08:11:49,2,2
188.99,2023-06-08 16:43:06,Debit,Oklahoma City,Branch,58.0,Engineer,91.99999999999999,1.0,7315.34,2024-11-04 08:07:32,2,2
211.36,2023-01-16 17:00:11,Debit,Nashville,ATM,46.0,Engineer,58.00000000000001,1.0,3740.7300000000005,2024-11-04 08:11:35,2,1
710.14,2023-03-08 16:20:43,Debit,El Paso,ATM,26.0,Student,227.0,1.0,465.62999999999994,2024-11-04 08:12:20,0,1
308.68,2023-02-27 17:14:10,Debit,Milwaukee,Online,53.0,Doctor,170.0,1.0,9992.36,2024-11-04 08:10:16,2,1
166.68,2023-03-27 18:47:56,Debit,Mesa,ATM,57.0,Retired,139.0,1.0,5141.19,2024-11-04 08:12:19,2,1
0.99,2023-09-13 16:55:14,Debit,Los Angeles,ATM,45.0,Engineer,133.0,1.0,4317.85,2024-11-04 08:09:12,1,0
505.18999999999994,2023-03-14 16:25:04,Debit,Kansas City,ATM,30.0,Doctor,128.0,5.0,5326.68,2024-11-04 08:10:19,1,1
66.58,2023-12-04 17:06:43,Debit,Raleigh,Branch,23.0,Student,79.0,1.0,1636.32,2024-11-04 08:08:48,0,0
223.43,2023-02-08 17:59:42,Debit,Dallas,Branch,77.0,Retired,178.0,1.0,7932.410000000001,2024-11-04 08:09:38,3,1
659.95,2023-09-20 16:59:45,Debit,Detroit,Online,60.0,Engineer,114.0,1.0,3927.6900000000005,2024-11-04 08:06:26,3,0
634.86,2023-08-10 16:28:55,Debit,Chicago,ATM,27.0,Student,45.0,1.0,588.4999999999999,2024-11-04 08:08:00,0,2
286.5,2023-10-23 16:58:04,Credit,Boston,Branch,30.0,Engineer,60.00000000000001,1.0,8517.95,2024-11-04 08:09:17,1,0
322.96,2023-11-27 16:21:20,Credit,Philadelphia,Branch,76.0,Retired,168.00000000000003,1.0,2401.59,2024-11-04 08:11:24,3,0
654.48,2023-08-07 16:37:06,Debit,Columbus,Branch,19.0,Student,114.0,1.0,6776.41,2024-11-04 08:10:17,0,2
157.97,2023-06-21 16:00:51,Debit,Philadelphia,Branch,48.0,Doctor,140.0,1.0,5529.92,2024-11-04 08:10:06,2,2
120.90000000000002,2023-07-12 16:17:27,,Tucson,Branch,40.0,Doctor,52.00000000000001,1.0,9009.42,2024-11-04 08:08:19,1,2
254.77,2023-01-18 16:47:29,Debit,Denver,Branch,57.0,Engineer,57.0,1.0,5994.87,2024-11-04 08:07:07,2,1
795.96,2023-09-28 17:53:43,Debit,Raleigh,Online,65.0,Retired,119.0,1.0,5468.58,2024-11-04 08:08:26,3,0
149.25,2023-04-10 16:38:45,Debit,Omaha,ATM,39.0,Engineer,142.0,1.0,5677.52,2024-11-04 08:07:41,1,1
3.42,2023-09-25 16:14:35,Credit,San Antonio,,43.0,Doctor,158.0,1.0,14180.21,2024-11-04 08:08:48,1,0
68.19,2023-03-14 16:07:32,Credit,Fresno,Online,40.0,Doctor,189.0,1.0,9895.1,2024-11-04 08:07:50,1,1
493.4200000000001,2023-06-14 17:21:32,,Baltimore,Branch,39.0,Engineer,111.0,1.0,2232.84,2024-11-04 08:10:01,1,2
37.57,2023-04-26 18:35:50,Debit,El Paso,ATM,57.0,Retired,42.00000000000001,1.0,7739.54,2024-11-04 08:09:21,2,1
127.00000000000001,2023-09-15 17:09:41,Credit,Nashville,Branch,19.0,Student,68.00000000000001,5.0,431.16,2024-11-04 08:10:12,0,0
96.89,2023-03-16 16:02:01,Debit,,ATM,59.0,,53.00000000000001,1.0,6044.93,2024-11-04 08:11:06,2,1
448.33,2023-05-01 16:11:56,Debit,Atlanta,ATM,25.0,Student,161.0,1.0,922.19,2024-11-04 08:09:44,0,1
211.36,2023-09-18 17:44:50,Debit,San Diego,ATM,51.0,Engineer,55.0,1.0,447.53,2024-11-04 08:11:35,2,0
8.65,2023-06-05 17:08:37,Debit,Las Vegas,Online,48.0,Doctor,273.0,1.0,10778.35,2024-11-04 08:09:03,2,2
65.57,2023-04-06 17:24:16,Debit,Miami,Online,41.0,Engineer,82.0,1.0,4734.110000000001,2024-11-04 08:06:26,1,1
539.81,2023-02-21 16:14:16,Debit,San Francisco,Online,46.0,Engineer,177.0,1.0,2051.25,2024-11-04 08:09:05,2,1
363.53,2023-01-18 17:03:54,Debit,Kansas City,ATM,63.0,Retired,142.0,1.0,1038.91,2024-11-04 08:10:57,3,1
64.9,2023-02-14 16:23:39,Credit,Detroit,Branch,51.0,Retired,72.0,1.0,6854.61,2024-11-04 08:10:18,2,1
358.18,2023-04-10 16:44:52,Debit,Boston,ATM,18.0,Student,157.0,1.0,619.86,2024-11-04 08:07:58,0,1
167.2,2023-01-18 17:53:37,Debit,San Antonio,Branch,30.0,Doctor,84.00000000000001,1.0,11320.83,2024-11-04 08:06:52,1,1
121.90999999999998,2023-06-26 18:39:52,Debit,Chicago,Branch,60.0,Doctor,133.0,1.0,14510.8,2024-11-04 08:08:59,3,2
137.57,2023-12-11 17:26:22,Debit,Louisville,Online,54.0,Engineer,70.0,1.0,5103.67,2024-11-04 08:11:22,2,0
534.62,2023-12-05 17:51:28,Debit,Oklahoma City,Online,55.0,Doctor,45.0,1.0,13793.53,2024-11-04 08:06:35,2,0
463.92,2023-03-13 16:41:12,Debit,Mesa,Online,50.0,Engineer,199.0,1.0,2403.39,2024-11-04 08:09:14,2,1
320.14,2023-01-31 16:58:42,Debit,Milwaukee,Online,60.0,Retired,96.0,1.0,3075.97,2024-11-04 08:07:40,3,1
214.93,2023-05-15 17:02:15,Debit,Albuquerque,Online,28.0,Student,52.00000000000001,1.0,7835.4,2024-11-04 08:08:51,1,2
660.02,2023-10-12 16:57:36,Debit,Nashville,Branch,20.0,Student,84.00000000000001,1.0,414.43,2024-11-04 08:08:35,0,0
345.81,2023-06-26 16:10:57,Debit,Raleigh,Branch,40.0,Engineer,135.0,1.0,6116.8,2024-11-04 08:12:14,1,2
143.54,2023-10-16 16:06:05,Debit,Philadelphia,ATM,71.0,Retired,80.0,1.0,6067.62,2024-11-04 08:08:22,3,0
42.55,2023-03-31 18:57:11,Debit,Seattle,Branch,53.0,Engineer,29.000000000000004,1.0,7341.43,2024-11-04 08:10:32,2,1
211.36,2023-01-17 16:48:10,Credit,Omaha,Online,21.0,Student,128.0,1.0,1240.71,2024-11-04 08:07:39,0,1
541.79,2023-08-11 16:43:45,Debit,Mesa,ATM,22.0,Student,125.0,1.0,1454.08,2024-11-04 08:11:29,0,2
40.57,2023-02-13 17:02:27,Debit,Columbus,Branch,26.0,Student,63.0,1.0,1476.91,2024-11-04 08:06:37,0,1
120.24000000000001,2023-08-28 16:52:22,Debit,Milwaukee,Branch,18.0,Student,131.0,2.0,1943.1300000000003,2024-11-04 08:08:20,0,2
498.66999999999996,2023-12-05 16:19:23,Debit,Miami,Online,28.0,Student,244.0,1.0,1719.97,2024-11-04 08:08:24,1,0
227.22,2023-03-27 18:52:04,Debit,El Paso,ATM,53.0,Doctor,220.0,1.0,832.82,2024-11-04 08:11:56,2,1
211.36,2023-12-11 16:06:51,Debit,Tucson,Online,30.0,Engineer,34.0,1.0,7696.16,2024-11-04 08:08:58,1,0
56.94,2023-12-11 16:52:47,Credit,Charlotte,Online,76.0,,74.0,1.0,7004.63,2024-11-04 08:07:42,3,0
629.82,2023-07-17 16:22:23,Debit,Colorado Springs,,68.0,Retired,159.0,1.0,6385.69,2024-11-04 08:11:59,3,2
59.44,2023-06-13 17:52:56,Debit,Chicago,Online,35.0,Engineer,176.0,1.0,5472.03,2024-11-04 08:06:34,1,2
186.69,2023-12-29 16:38:21,Debit,New York,Branch,30.0,Engineer,53.99999999999999,1.0,8602.22,2024-11-04 08:08:12,1,0
230.46,2023-04-25 17:33:27,Debit,Mesa,Online,19.0,Student,179.0,1.0,162.53,2024-11-04 08:08:50,0,1
65.09,2023-02-28 17:58:02,Credit,Seattle,Online,44.0,Engineer,159.0,1.0,9370.9,2024-11-04 08:09:41,1,1
457.09,2023-05-25 16:52:57,Credit,Nashville,Online,55.0,Engineer,63.0,1.0,8570.82,2024-11-04 08:08:45,2,2
552.02,2023-11-30 16:51:46,Credit,Chicago,ATM,44.0,Engineer,100.00000000000001,1.0,522.08,2024-11-04 08:09:25,1,0
377.12,2023-08-14 17:12:27,Debit,Houston,ATM,34.0,Engineer,61.00000000000001,1.0,836.6699999999998,2024-11-04 08:11:40,1,2
204.56,2023-09-11 17:51:17,Credit,San Diego,Branch,18.0,Student,179.0,1.0,364.72,2024-11-04 08:10:26,0,0
420.28,2023-05-17 17:28:25,Debit,Washington,Branch,35.0,Doctor,144.0,1.0,8557.32,2024-11-04 08:09:01,1,2
97.09,2023-04-10 18:26:56,Debit,Fort Worth,ATM,24.0,Student,202.0,4.0,1579.57,2024-11-04 08:06:33,0,1
124.59,2023-05-05 17:32:18,Debit,Charlotte,Branch,27.0,Student,171.0,1.0,129.29,2024-11-04 08:09:21,0,1
73.88,2023-01-02 16:27:18,Debit,Charlotte,Online,39.0,Doctor,34.0,1.0,6474.41,2024-11-04 08:09:09,1,1
77.43,2023-01-19 16:11:12,Debit,Raleigh,Online,21.0,Student,169.0,1.0,4734.110000000001,2024-11-04 08:06:33,0,1
106.16,2023-04-14 17:21:48,Debit,Phoenix,ATM,56.0,Doctor,277.0,4.0,7487.790000000001,2024-11-04 08:08:51,2,1
245.93,2023-06-06 18:53:35,Debit,Fresno,Branch,54.0,Engineer,172.0,1.0,7986.629999999999,2024-11-04 08:11:58,2,2
622.41,2023-12-11 16:57:41,Debit,Indianapolis,ATM,64.0,Doctor,125.0,1.0,7322.01,2024-11-04 08:07:48,3,0
43.73,2023-04-03 16:43:29,Debit,Omaha,ATM,34.0,Doctor,145.0,1.0,9929.43,2024-11-04 08:10:33,1,1
211.36,2023-05-15 16:52:40,Debit,Austin,Branch,19.0,Student,68.00000000000001,1.0,1830.98,2024-11-04 08:07:32,0,2
2.03,2024-01-01 16:07:05,Credit,Detroit,ATM,33.0,Engineer,28.0,1.0,3012.31,2024-11-04 08:08:50,1,0
770.65,2023-07-05 17:49:26,Debit,Jacksonville,Online,31.0,Doctor,137.0,1.0,7198.8,2024-11-04 08:09:01,1,2
260.31,2023-02-28 16:46:55,Debit,Austin,Branch,63.0,Doctor,113.0,1.0,10980.38,2024-11-04 08:12:03,3,1
356.1,2023-10-25 16:13:39,Credit,Fort Worth,Branch,26.0,Student,187.0,1.0,868.35,2024-11-04 08:11:02,0,0
27.07,2023-03-06 17:39:01,Credit,Virginia Beach,Branch,80.0,Retired,39.0,1.0,3773.2899999999995,2024-11-04 08:09:57,3,1
119.89,2023-12-19 17:11:31,Debit,Tucson,ATM,67.0,Doctor,60.00000000000001,1.0,6697.77,2024-11-04 08:09:02,3,0
106.39,2023-02-13 18:42:09,Debit,Virginia Beach,Online,37.0,Doctor,281.0,1.0,9410.99,2024-11-04 08:10:32,1,1
12.04,2023-11-15 16:08:52,Debit,Fort Worth,Online,37.0,Engineer,58.00000000000001,1.0,6213.32,2024-11-04 08:08:25,1,0
365.7,2023-01-27 16:35:40,Debit,Houston,Branch,21.0,Student,115.0,2.0,368.78,2024-11-04 08:10:17,0,1
29.38,2023-02-15 16:30:09,Credit,Baltimore,Branch,28.0,Student,63.0,1.0,1663.31,2024-11-04 08:11:08,1,1
319.85,2023-07-26 16:44:22,Debit,Denver,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,2024-11-04 08:07:45,3,2
350.14,2023-03-24 18:50:42,Credit,Los Angeles,Online,75.0,Retired,37.99999999999999,1.0,2403.25,2024-11-04 08:08:40,3,1
163.94,2023-08-03 18:49:37,Credit,Virginia Beach,Branch,52.0,Retired,73.0,1.0,5957.37,2024-11-04 08:09:51,2,2
170.53,2023-02-06 18:59:44,Debit,Oklahoma City,Branch,24.0,Student,58.00000000000001,1.0,801.01,2024-11-04 08:09:49,0,1
262.22,2023-07-13 17:48:24,Credit,Baltimore,ATM,40.0,Engineer,136.0,1.0,5711.71,,1,2
41.49,2023-04-24 16:47:20,Debit,Albuquerque,Online,24.0,Student,13.0,1.0,928.33,2024-11-04 08:12:03,0,1
121.43,2023-03-21 16:20:33,Credit,Sacramento,Branch,52.0,Engineer,243.0,1.0,7365.28,2024-11-04 08:07:28,2,1
350.46,2023-12-08 16:16:02,Debit,Nashville,Branch,51.0,Retired,165.0,1.0,5839.38,2024-11-04 08:06:32,2,0
220.41,2023-09-04 16:42:49,Credit,El Paso,Online,26.0,Engineer,155.0,1.0,5116.98,2024-11-04 08:10:04,0,2
33.46,2023-02-20 16:52:03,Debit,Seattle,ATM,72.0,Retired,111.0,1.0,3641.07,2024-11-04 08:09:12,3,1
104.79,2023-08-07 16:06:32,Debit,Denver,ATM,70.0,Doctor,223.0,1.0,1352.19,2024-11-04 08:10:07,3,2
246.27000000000004,2023-12-27 16:48:30,Debit,Fresno,Online,29.0,Doctor,141.0,1.0,7299.86,2024-11-04 08:10:57,1,0
48.85,2023-12-08 16:45:12,Debit,Dallas,ATM,19.0,Student,176.0,1.0,1503.56,2024-11-04 08:07:15,0,0
332.0,2023-04-27 16:27:41,Debit,Charlotte,ATM,69.0,Retired,17.0,1.0,5943.13,2024-11-04 08:07:03,3,1
118.1,2023-10-31 16:49:13,Debit,Memphis,Online,54.0,Engineer,167.0,1.0,895.6599999999999,2024-11-04 08:09:14,2,0
84.59,2023-04-19 16:54:46,Credit,Las Vegas,Branch,67.0,Doctor,10.0,1.0,5669.1,2024-11-04 08:07:12,3,1
295.64,2023-12-14 17:31:18,Debit,Jacksonville,Online,21.0,Student,82.0,1.0,1061.96,2024-11-04 08:10:41,0,0
514.33,2023-06-02 16:27:08,Debit,Philadelphia,Branch,25.0,Student,160.0,1.0,1592.94,2024-11-04 08:12:17,0,2
211.36,2023-02-27 18:23:11,Debit,San Antonio,ATM,43.0,Doctor,112.0,1.0,6215.96,2024-11-04 08:12:19,1,1
94.59,2023-12-01 17:04:00,Debit,Washington,Online,39.0,Doctor,34.0,1.0,6171.89,2024-11-04 08:10:37,1,0
80.43,2023-01-04 16:09:43,Debit,Columbus,Branch,59.0,Retired,157.0,1.0,5987.67,2024-11-04 08:08:18,2,1
54.25,2023-07-31 16:51:50,Debit,Virginia Beach,Online,68.0,Doctor,37.0,1.0,14783.33,2024-11-04 08:08:53,3,2
178.88,2023-06-19 17:31:08,Credit,Dallas,Branch,76.0,Retired,93.0,4.0,4708.29,2024-11-04 08:12:10,3,2
518.85,2023-10-23 18:37:47,Debit,Kansas City,Online,22.0,Student,82.0,1.0,1806.0,2024-11-04 08:06:37,0,0
10.65,2023-04-24 16:24:49,Debit,Louisville,Online,54.0,Doctor,161.0,1.0,13240.72,2024-11-04 08:10:21,2,1
198.62,,Credit,Tucson,Branch,27.0,Student,84.00000000000001,1.0,1196.07,2024-11-04 08:06:38,0,0
107.03,2023-03-06 18:27:13,Debit,Miami,Branch,27.0,Student,73.0,1.0,1408.07,2024-11-04 08:12:13,0,1
139.57,2023-11-17 17:59:11,Debit,Fort Worth,ATM,19.0,Student,263.0,3.0,271.78,2024-11-04 08:07:23,0,0
312.47,2023-05-02 17:24:26,Debit,Milwaukee,ATM,49.0,,148.0,4.0,9419.27,2024-11-04 08:08:05,2,1
346.11,2023-01-04 17:00:17,Debit,Dallas,Branch,41.0,Engineer,213.0,1.0,9551.64,2024-11-04 08:08:03,1,1
138.06,2023-07-25 17:21:53,Debit,Charlotte,Branch,44.0,Engineer,159.0,1.0,1070.47,2024-11-04 08:06:52,1,2
158.02,2023-09-20 17:09:14,Debit,New York,ATM,49.0,Engineer,120.0,1.0,9374.24,2024-11-04 08:09:57,2,0
830.01,2023-07-21 16:43:59,Credit,Chicago,Online,66.0,Retired,96.0,1.0,4253.18,2024-11-04 08:11:27,3,2
435.5,2023-05-15 18:41:05,Debit,Oklahoma City,ATM,55.0,,112.0,1.0,6981.03,2024-11-04 08:09:40,2,2
110.49,2023-10-31 17:06:47,Debit,Raleigh,Online,57.0,Doctor,48.0,1.0,10483.93,2024-11-04 08:12:20,2,0
329.4,2023-12-25 16:30:09,Debit,Denver,Online,34.0,Doctor,68.00000000000001,1.0,9588.07,2024-11-04 08:07:55,1,0
635.4,2023-09-19 16:55:00,Debit,Denver,ATM,47.0,Doctor,106.0,1.0,1238.11,2024-11-04 08:11:45,2,0
769.97,2023-02-16 18:56:44,Debit,San Diego,Branch,22.0,Student,22.999999999999996,1.0,1244.93,2024-11-04 08:09:51,0,1
175.07,2023-09-04 17:46:20,Debit,Colorado Springs,Branch,26.0,Student,169.0,1.0,1040.25,2024-11-04 08:08:15,0,2
7.31,2023-06-26 16:04:11,Debit,Las Vegas,Branch,78.0,Retired,282.0,1.0,5757.67,2024-11-04 08:07:15,3,2
175.15,2023-11-09 17:02:41,Debit,Detroit,ATM,27.0,Student,32.0,1.0,4734.110000000001,2024-11-04 08:09:45,0,0
32.54,2023-07-04 16:25:35,Debit,Oklahoma City,Online,25.0,Student,183.0,4.0,1544.88,2024-11-04 08:07:01,0,2
121.82000000000001,2023-09-08 18:24:14,Debit,Dallas,Online,60.0,Doctor,119.0,1.0,4734.110000000001,2024-11-04 08:11:30,3,0
56.12,2023-09-13 18:49:55,Debit,El Paso,ATM,30.0,Doctor,102.0,1.0,8839.67,2024-11-04 08:09:30,1,0
424.7,2023-01-30 17:37:14,Credit,Miami,Online,56.0,Retired,178.0,1.0,6239.89,2024-11-04 08:08:25,2,1
35.16,2023-10-25 17:50:23,Debit,Chicago,Branch,32.0,Engineer,130.0,1.0,4734.110000000001,2024-11-04 08:10:34,1,0
35.73,2023-06-12 16:48:03,Debit,Miami,Branch,65.0,Doctor,87.0,1.0,9073.17,2024-11-04 08:11:09,3,2
3.44,2023-01-19 17:24:30,Debit,Fort Worth,ATM,78.0,Retired,107.99999999999999,1.0,7561.33,2024-11-04 08:12:20,3,1
211.36,2023-04-28 18:11:55,Credit,Fort Worth,Branch,21.0,Student,235.0,1.0,694.03,2024-11-04 08:08:00,0,1
139.03,2023-08-30 18:00:09,Credit,Los Angeles,Online,50.0,Engineer,81.0,1.0,2276.57,2024-11-04 08:11:29,2,2
254.92,2023-09-18 16:04:06,Credit,San Antonio,ATM,28.0,Engineer,169.0,1.0,2791.12,2024-11-04 08:07:18,1,0
115.11,2023-05-05 17:34:22,Debit,Albuquerque,Online,28.0,Engineer,139.0,1.0,9808.97,2024-11-04 08:10:18,1,1
171.11,2023-05-15 16:52:24,Debit,San Francisco,ATM,57.0,Retired,171.0,1.0,6324.09,2024-11-04 08:08:40,2,2
168.54,2023-02-02 16:13:13,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,2.0,13406.0,2024-11-04 08:08:14,3,1
420.76,2023-02-23 16:04:35,Debit,Miami,Branch,51.0,Retired,112.0,1.0,6581.55,2024-11-04 08:08:38,2,1
408.46,2023-03-01 16:17:46,Debit,Raleigh,Branch,64.0,Retired,28.0,1.0,3140.79,2024-11-04 08:08:20,3,1
211.36,2023-08-23 16:35:42,Credit,Detroit,Online,30.0,Doctor,45.0,1.0,10357.26,2024-11-04 08:09:09,1,2
342.17,2023-12-14 16:09:42,Credit,New York,Branch,21.0,Student,247.0,1.0,461.83,2024-11-04 08:08:32,0,0
580.71,2023-09-20 16:37:48,Debit,Philadelphia,ATM,53.0,Engineer,95.0,1.0,5670.0,2024-11-04 08:10:54,2,0
821.54,2023-08-22 18:11:16,Credit,Atlanta,Branch,79.0,Retired,36.0,1.0,4040.3199999999997,2024-11-04 08:11:57,3,2
253.47,2023-06-14 17:07:08,Debit,Atlanta,Branch,20.0,Student,238.0,1.0,220.51,2024-11-04 08:08:12,0,2
22.81,2023-05-29 17:53:03,Debit,New York,Online,62.0,Retired,75.0,1.0,3634.76,2024-11-04 08:07:59,3,2
266.57,2023-07-03 17:56:59,Credit,Boston,Online,39.0,Engineer,96.0,1.0,7180.48,2024-11-04 08:07:10,1,2
374.61,2023-08-29 18:30:36,Credit,Mesa,Online,75.0,Retired,37.0,1.0,1389.71,2024-11-04 08:11:24,3,2
339.35,2023-02-03 16:08:47,Credit,Boston,ATM,78.0,Retired,70.0,1.0,5002.7,2024-11-04 08:08:17,3,1
810.36,2023-01-17 16:59:03,Debit,Columbus,ATM,20.0,Student,67.0,1.0,9239.12,2024-11-04 08:07:19,0,1
9.83,2023-07-24 17:04:17,Debit,Memphis,ATM,24.0,Student,86.0,1.0,666.42,2024-11-04 08:09:03,0,2
